id,machine,date,doy,spp,plot,subplot,gm.trt,anet,ci,ci.ca,gsw,iwue,vcmax,vcmax25,jmax,jmax25,rd,rd25,TPU,leaf_length_cm,stem_length_cm,total_leaf_area_cm2,Tleaf,tavg10,vp10,atmpres10,vpd10,init_leaf_length_cm,init_stem_length_cm,init_leaf_area
4990,stan,6/12/24,164,Tri,5,22,ambient,5.5478,318.3750105,0.7583,0.1064,52.1637,33.9017,26.9444,63.8491,54.551,1.4391,1.1377,NA,17.8,NA,563.5390364,28.4408,17.9367,1.6588,97.5984,0.4516,11.2,NA,203.3666103
5006,albert,7/12/24,194,Mai,3,24,ambient,1.5049,258.7918157,0.6163,0.0175,86.2283,59.013,33.2979,47.174,34.4049,3.2237,1.6964,2.7821,12.8,38.2,339.8610389,35.6281,23.5846,2.2676,98.0167,0.7094,12.8,38.2,339.8610389
5009,albert,5/14/24,135,Mai,6,8,weeded,7.3746,275.2775609,0.6557,0.0984,74.9129,44.959,41.7768,76.0445,72.1172,2.4271,2.2398,5.1518,12,27.9,205.5733084,26.1335,14.6346,1.4631,97.5742,0.265,12,27.9,205.5733084
5009,ozzie,5/24/24,145,Mai,6,8,weeded,3.4676,62.4356476,0.1487,0.0161,215.0706,64.7052,45.7436,65.6999,52.2352,1.6307,1.1329,3.5121,12.3,28.5,212.6923041,30.5163,19.37,1.8042,97.7634,0.4973,12,27.9,205.5733084
5009,ozzie,6/7/24,159,Mai,6,8,weeded,4.4553,258.6444693,0.6158,0.0492,90.6252,21.0081,18.7232,33.7393,31.1383,-0.4927,-0.4395,2.1984,12,28.6,213.8876225,26.6249,17.0733,1.6318,97.9815,0.3827,12,27.9,205.5733084
5009,ozzie,6/22/24,174,Mai,6,8,weeded,5.3415,277.4710754,0.6606,0.0698,76.5445,49.0853,30.3802,56.9783,42.234,1.1065,0.6811,3.1761,11.9,29.3,222.3249445,32.6149,22.0925,2.1958,98.509,0.5641,12,27.9,205.5733084
5009,stan,7/6/24,188,Mai,6,8,weeded,6.5274,319.3315911,0.7605,0.1334,48.9188,54.3633,37.981,81.7449,64.5899,3.4557,2.4933,4.8486,16.1,50.1,524.4938031,29.8922,22.0012,2.1391,98.1345,0.5763,12,27.9,205.5733084
5009,albert,7/18/24,200,Mai,6,8,weeded,1.4801,101.0035935,0.2406,0.0077,193.1144,27.6271,19.2133,37.1964,29.3079,-1.1173,-0.8199,2.4103,15.5,50.4,529.5279134,29.6184,23.9975,2.2125,98.0418,0.8522,12,27.9,205.5733084
5009,stan,8/23/24,236,Mai,6,8,weeded,5.0032,317.0553362,0.755,0.0942,53.1217,42.9789,34.3602,70.9077,60.8449,3.7559,3.0005,NA,15.5,50.4,529.5279134,28.2784,18.2083,1.721,98.3178,0.4405,12,27.9,205.5733084
5024,stan,5/2/24,123,Mai,6,27,weeded,10.0228,269.4463182,0.6419,0.1271,78.8355,93.1308,72.31,125.789,105.4516,2.4872,1.6047,NA,12.2,19.1,112.1123324,31.7795,15.2879,1.2021,98.3192,0.6662,12.2,19.1,112.1123324
5024,albert,5/20/24,141,Mai,6,27,weeded,6.9639,291.639304,0.6954,0.1044,66.6922,83.8383,64.735,101.143,85.7767,3.7803,2.2319,6.4301,11.5,14.4,71.34770161,33.3799,16.0542,1.5486,97.69,0.3561,12.2,19.1,112.1123324
5024,albert,6/7/24,159,Mai,6,27,weeded,4.1527,230.2496716,0.5484,0.0403,102.9282,32.4429,28.424,46.2883,42.2159,1.3569,1.1886,NA,11.8,18.5,106.5306963,26.8915,17.0733,1.6318,97.9815,0.3827,12.2,19.1,112.1123324
5025,stan,5/7/24,128,Mai,6,11,ambient,12.3092,283.6580004,0.6771,0.1838,66.9559,91.235,69.7419,139.2743,116.0072,3.6897,2.7812,8.6737,19.3,63.6,768.3009763,29.1879,18.0833,1.5857,98.0298,0.5623,19.3,63.6,768.3009763
5025,stan,5/24/24,145,Mai,6,11,ambient,10.2104,256.052923,0.6084,0.1207,84.5743,110.516,77.6018,144.0589,114.0967,5.2559,3.6117,8.0763,19.6,66.1,817.1886672,30.699,19.37,1.8042,97.7634,0.4973,19.3,63.6,768.3009763
5025,stan,6/7/24,159,Mai,6,11,ambient,7.3975,198.3668202,0.3131,0.0286,258.4517,78.7561,70.6461,104.3347,96.7254,3.902,3.5044,6.2638,19.6,66.4,823.1309412,26.5262,17.0733,1.6318,97.9815,0.3827,19.3,63.6,768.3009763
5025,stan,6/22/24,174,Mai,6,11,ambient,6.4951,302.3922485,0.7204,0.1073,60.5542,62.7194,38.6319,75.6542,55.9905,2.3011,1.4029,4.2978,19.5,66.6,827.1014204,32.7883,22.0925,2.1958,98.509,0.5641,19.3,63.6,768.3009763
5025,stan,7/5/24,187,Mai,6,11,ambient,6.6236,284.5258758,0.6776,0.0912,72.5891,61.3911,40.0396,77.5561,58.9184,2.6746,1.7719,4.5187,19.4,66.5,825.1152852,31.3205,21.8292,2.1273,98.1035,0.56,19.3,63.6,768.3009763
5025,stan,7/18/24,200,Mai,6,11,ambient,6.1957,301.1936425,0.7169,0.0989,62.6754,40.3569,34.8009,66.7987,60.4682,2.3418,2.0722,4.1686,19.4,65.1,797.4979617,26.7427,23.9975,2.2125,98.0418,0.8522,19.3,63.6,768.3009763
5025,stan,8/23/24,236,Mai,6,11,ambient,5.5136,314.8442033,0.7497,0.0996,55.3411,26.1928,27.626,49.4638,51.3227,1.5469,1.6235,3.1384,19.4,65.1,797.4979617,24.3362,18.2083,1.721,98.3178,0.4405,19.3,63.6,768.3009763
5030,albert,5/6/24,127,Mai,3,24,ambient,9.1356,311.3375705,0.7417,0.1723,53.0228,56.5035,47.8576,93.4743,83.367,3.3947,2.8839,5.9237,12.3,34.4,287.4044632,27.3458,17.91,1.5428,98.163,0.5869,12.3,34.4,287.4044632
5030,albert,5/22/24,143,Mai,3,24,ambient,6.2817,319.2111369,0.7603,0.131,47.9417,38.4375,28.3934,54.3145,44.2822,0.9264,0.6669,3.382,12.2,31.4,248.3633087,29.9286,18.2517,1.7097,97.7547,0.4582,12.3,34.4,287.4044632
5030,albert,6/6/24,158,Mai,3,24,ambient,5.253,315.2513406,0.7507,0.1117,47.0183,28.2411,23.4329,43.8417,38.5086,0.8534,0.7027,2.8008,11.5,32.6,263.7230927,27.8166,17.0358,1.6276,98.0327,0.3823,12.3,34.4,287.4044632
5030,albert,6/27/24,179,Mai,3,24,ambient,5.0032,363.387545,0.8653,0.2108,23.738,26.8714,20.5539,48.0446,40.1956,1.2579,1.0001,NA,11.6,32.9,267.616839,28.3526,23.0004,2.3558,98.2113,0.5152,12.3,34.4,287.4044632
5031,albert,4/20/24,111,Tri,6,28,ambient,13.4097,287.1812826,0.6838,0.2081,64.4271,58.584,68.8382,133.3054,149.7168,2.8355,3.332,NA,9.4,NA,138.3188208,22.8335,14.0633,1.1123,97.626,0.5775,9.4,NA,138.3188208
5031,albert,5/2/24,123,Tri,6,28,ambient,9.203,252.1770496,0.6007,0.1051,87.539,185.9308,162.9984,192.2648,181.642,7.4775,4.0107,NA,11,NA,195.4627062,35.2395,15.2879,1.2021,98.3192,0.6662,9.4,NA,138.3188208
5031,ozzie,5/20/24,141,Tri,6,28,ambient,8.6633,241.5515703,0.5754,0.0898,96.4849,80.0559,60.5188,103.5887,85.4449,1.2297,0.817,NA,14.5,NA,358.9298727,31.2716,16.0542,1.5486,97.69,0.3561,9.4,NA,138.3188208
5031,stan,5/31/24,152,Tri,6,28,ambient,8.6385,285.0830101,0.6791,0.1329,65.0213,81.5867,74.6225,128.0228,120.3502,6.1921,5.6862,NA,14.1,NA,337.5064274,26.2044,17.7296,1.6713,97.9046,0.4233,9.4,NA,138.3188208
5052,albert,4/29/24,120,Mai,5,36,ambient,11.2531,252.5886446,0.6016,0.1282,87.7985,109.5865,97.0437,139.7424,125.6058,2.8198,1.8227,9.2697,16.9,54.9,607.1776139,31.7467,12.0854,0.9609,98.4359,0.5842,16.9,54.9,607.1776139
5052,albert,5/21/24,142,Mai,5,36,ambient,6.2366,308.477674,0.7344,0.1108,56.2754,66.512,48.4428,85.1968,69.6814,3.1155,1.8683,5.5206,16.6,51.5,548.1400896,33.0919,17.2108,1.6253,97.7467,0.4147,16.9,54.9,607.1776139
5052,stan,6/1/24,153,Mai,5,36,ambient,6.637,316.7302766,0.755,0.1277,51.9644,29.7006,33.8665,59.8785,65.6256,1.8675,2.1071,4.074,17.1,52.6,566.9923387,23.3665,17.1463,1.5969,97.9985,0.4255,16.9,54.9,607.1776139
5052,stan,6/12/24,164,Mai,5,36,ambient,5.6475,333.9717307,0.7967,0.1355,41.6792,25.8411,25.5744,50.6985,50.3352,1.2677,1.2555,3.5968,17.1,53.1,575.6403568,25.1336,17.9367,1.6588,97.5984,0.4516,16.9,54.9,607.1776139
5060,albert,4/20/24,111,Tri,6,27,weeded,13.1677,285.1485745,0.6818,0.2017,65.2727,54.4695,62.7968,127.2399,140.9731,2.7443,3.1667,NA,10.3,NA,169.138274,23.071,14.0633,1.1123,97.626,0.5775,10.3,NA,169.138274
5060,stan,5/2/24,123,Tri,6,27,weeded,10.5323,276.1158512,0.6577,0.142,74.1788,83.471,65.3155,142.3179,119.5147,2.3442,1.6612,NA,15.8,NA,433.5563898,30.1874,15.2879,1.2021,98.3192,0.6662,10.3,NA,169.138274
5060,albert,5/20/24,141,Tri,6,27,weeded,5.97,312.6305225,0.7455,0.1138,52.4561,73.0203,59.4044,82.3733,73.6789,3.0488,1.6752,NA,15.6,NA,421.5742891,34.7581,16.0542,1.5486,97.69,0.3561,10.3,NA,169.138274
5060,albert,5/31/24,152,Tri,6,27,weeded,6.7851,318.3947354,0.758,0.1327,51.1335,45.2313,36.7603,77.7688,67.4253,2.9677,2.4032,NA,16.5,NA,476.9410212,28.07,17.7296,1.6713,97.9046,0.4233,10.3,NA,169.138274
5069,albert,5/6/24,127,Mai,3,24,ambient,8.4955,317.9155427,0.7572,0.1796,47.314,41.9966,35.6193,69.811,62.3207,1.3001,1.1061,4.9123,13.2,36.5,315.9865397,27.3239,17.91,1.5428,98.163,0.5869,13.2,36.5,315.9865397
5069,albert,5/22/24,143,Mai,3,24,ambient,6.0845,334.8805105,0.7975,0.1483,41.0334,35.2706,27.3456,56.3504,47.3843,1.3737,1.058,3.6933,13.1,30.4,235.8292847,28.847,18.2517,1.7097,97.7547,0.4582,13.2,36.5,315.9865397
5069,albert,6/6/24,158,Mai,3,24,ambient,5.674,315.8541475,0.7521,0.1231,46.0927,31.9314,26.1131,50.0513,43.5276,0.9814,0.7939,3.2447,12.9,40.2,368.7751811,28.0874,17.0358,1.6276,98.0327,0.3823,13.2,36.5,315.9865397
5069,albert,6/27/24,179,Mai,3,24,ambient,5.6986,339.9286284,0.8095,0.1493,38.1699,34.6666,25.9276,54.3882,44.852,1.9279,1.5017,3.8624,13.1,39.8,362.9216823,28.6704,23.0004,2.3558,98.2113,0.5152,13.2,36.5,315.9865397
5069,stan,8/20/24,233,Mai,3,24,ambient,2.2291,371.4958637,0.8845,0.115,19.3794,7.2002,8.321,20.2565,22.3849,0.1693,0.1923,1.5306,12.9,35.6,303.6127439,23.2778,19.0425,1.8091,98.166,0.4453,13.2,36.5,315.9865397
5105,albert,4/28/24,119,Mai,3,8,weeded,15.2136,290.0933117,0.6907,0.2498,60.9014,108.3127,94.7786,169.6901,150.8568,3.3272,2.3986,NA,15.5,38.1,338.4386555,29.9057,11.4021,0.9247,98.4151,0.5293,15.5,38.1,338.4386555
5105,albert,5/16/24,137,Mai,3,8,weeded,4.8858,-156.5828308,-0.3729,0.0138,353.35,39.8688,34.1362,65.124,58.2388,2.7061,2.2605,4.7327,14,34,282.076085,27.599,15.0058,1.4508,97.435,0.3238,15.5,38.1,338.4386555
5105,albert,5/30/24,151,Mai,3,8,weeded,6.4199,304.6449815,0.7254,0.11,58.3513,24.3794,29.572,40.7033,46.5302,0.9059,1.075,2.9328,14.9,40.4,371.7150834,22.7066,18.5012,1.7574,97.8029,0.4305,15.5,38.1,338.4386555
5105,albert,6/12/24,164,Mai,3,8,weeded,4.3862,314.4383848,0.7486,0.0784,55.9247,25.6522,23.1939,43.2144,40.3081,1.7648,1.6034,2.6471,13.9,38.2,339.8610389,26.3587,17.9367,1.6588,97.5984,0.4516,15.5,38.1,338.4386555
5105,ozzie,6/21/24,173,Mai,3,8,weeded,4.0473,272.1982539,0.6481,0.0498,81.343,34.7369,22.3616,40.4461,30.58,0.7048,0.4482,2.6138,15.2,39.7,361.4638007,32.0354,21.2275,2.0712,98.5082,0.5591,15.5,38.1,338.4386555
5105,albert,7/5/24,187,Mai,3,8,weeded,4.7366,307.275997,0.7324,0.081,58.486,48.0519,31.8641,64.5797,49.5004,3.2795,2.2207,3.9358,14.5,39.6,360.0081209,30.9472,21.8292,2.1273,98.1035,0.56,15.5,38.1,338.4386555
5105,albert,7/19/24,201,Mai,3,8,weeded,3.2816,292.5877977,0.6967,0.0469,70.0142,27.8738,23.4561,43.7985,39.008,2.6125,2.2623,2.7783,14.7,40.6,374.6637311,27.061,23.5383,2.1273,98.101,0.8655,15.5,38.1,338.4386555
5115,albert,4/14/24,105,Tri,5,19,weeded,13.2431,296.7204388,0.7077,0.2336,56.6873,131.7614,119.9286,181.1033,165.7534,5.746,3.6309,11.9242,9.9,NA,155.0234608,32.1454,11.817,1.0315,97.5275,0.4429,9.9,NA,155.0234608
5115,albert,4/29/24,120,Tri,5,19,weeded,8.048,291.2997999,0.6937,0.1223,65.8093,104.4563,98.1385,130.0422,122.5394,5.6193,3.3695,NA,13.2,NA,291.9191923,33.0927,12.0854,0.9609,98.4359,0.5842,9.9,NA,155.0234608
5115,stan,5/21/24,142,Tri,5,19,weeded,5.3713,277.7183089,0.6663,0.073,73.6097,64.953,47.1216,89.4777,72.3278,3.3949,2.1823,NA,13.7,NA,316.8000546,31.8428,17.2108,1.6253,97.7467,0.4147,9.9,NA,155.0234608
5115,albert,6/1/24,153,Tri,5,19,weeded,1.6917,382.7702883,0.9116,0.1136,14.8913,13.323,10.8974,31.2461,27.1823,1.734,1.4049,NA,11.6,NA,219.6886278,28.0617,17.1463,1.5969,97.9985,0.4255,9.9,NA,155.0234608
5122,albert,5/7/24,128,Mai,6,2,weeded,8.7864,274.0714758,0.6533,0.1144,76.8289,83.4764,61.7251,116.3179,94.8691,4.6587,3.3423,7.1878,16.7,47.9,488.1314855,29.9852,18.0833,1.5857,98.0298,0.5623,16.7,47.9,488.1314855
5122,ozzie,5/24/24,145,Mai,6,2,weeded,4.7661,180.9198733,0.4307,0.0343,138.8569,59.4515,41.345,61.4922,48.4478,0.9622,0.6503,3.3463,16.9,46,457.522578,30.9797,19.37,1.8042,97.7634,0.4973,16.7,47.9,488.1314855
5122,ozzie,6/7/24,159,Mai,6,2,weeded,5.1013,243.6409987,0.5802,0.0512,99.6826,27.0436,24.4166,39.5307,36.8132,-0.174,-0.1573,2.3798,17.2,47.3,478.3852991,26.4284,17.0733,1.6318,97.9815,0.3827,16.7,47.9,488.1314855
5122,ozzie,6/22/24,174,Mai,6,2,weeded,4.9519,256.6927941,0.6112,0.0547,90.5122,38.0063,26.2759,48.395,37.9981,0.6919,0.4942,2.6347,16.4,46.2,460.7094928,30.057,22.0925,2.1958,98.509,0.5641,16.7,47.9,488.1314855
5122,stan,7/6/24,188,Mai,6,2,weeded,5.9615,306.0166741,0.7288,0.1,59.6151,49.6088,32.769,65.7327,50.2696,2.1491,1.4536,4.1043,17.2,43,410.723478,30.9661,22.0012,2.1391,98.1345,0.5763,16.7,47.9,488.1314855
5122,albert,7/18/24,200,Mai,6,2,weeded,3.2959,312.5592491,0.7444,0.0573,57.4762,44.8089,31.0879,62.9425,49.5209,4.9922,3.6551,3.6829,16.2,43.8,423.0177362,29.6545,23.9975,2.2125,98.0418,0.8522,16.7,47.9,488.1314855
5178,ozzie,5/1/24,122,Mai,6,32,weeded,12.0008,259.99402,0.6205,0.1435,83.6259,80.4436,73.4334,120.4794,112.689,3.7301,3.3563,7.216,17.3,61.3,724.3304774,26.4992,14.0067,1.1273,98.3532,0.6098,17.3,61.3,724.3304774
5178,albert,5/20/24,141,Mai,6,32,weeded,8.9463,289.8809076,0.6912,0.1378,64.9276,101.9198,81.8296,119.8152,105.7522,3.3107,1.8455,7.2089,16.5,54.4,598.3540563,34.4754,16.0542,1.5486,97.69,0.3561,17.3,61.3,724.3304774
5178,albert,5/31/24,152,Mai,6,32,weeded,8.6431,257.8211002,0.6137,0.1052,82.1493,63.2453,57.0155,99.8469,92.93,4.0805,3.6935,5.8949,16.7,58.5,672.1239728,26.4123,17.7296,1.6713,97.9046,0.4233,17.3,61.3,724.3304774
5178,albert,6/13/24,165,Mai,6,32,weeded,6.186,323.1798428,0.7691,0.1292,47.8885,60.435,42.7737,70.3131,56.6651,2.928,1.7432,4.6254,17,54.6,601.8776662,33.2242,17.9233,1.627,97.6045,0.4905,17.3,61.3,724.3304774
5178,albert,6/28/24,180,Mai,6,32,weeded,6.6348,311.3295467,0.7421,0.1213,54.6886,72.683,43.7544,90.5808,66.2244,3.8105,2.2964,5.5028,17,51,539.6501247,33.0004,22.7233,2.2874,98.159,0.5439,17.3,61.3,724.3304774
5178,stan,7/12/24,194,Mai,6,32,weeded,6.1721,265.6002319,0.6327,0.0726,85.0234,44.897,32.3947,71.0748,57.2996,1.3274,1.0045,4.3587,17.2,59.5,690.6009082,29.1253,23.5846,2.2676,98.0167,0.7094,17.3,61.3,724.3304774
5178,albert,8/22/24,235,Mai,6,32,weeded,2.7037,356.1791069,0.8484,0.0905,29.8813,17.6934,16.4731,33.0462,31.4569,2.1549,2.0162,NA,17.2,59.5,690.6009082,25.936,18.3154,1.7408,98.262,0.4312,17.3,61.3,724.3304774
5184,albert,4/28/24,119,Mai,3,13,weeded,13.1574,270.8702453,0.6449,0.1753,75.0618,119.9343,105.2614,178.2505,158.6484,4.6657,3.306,NA,16.1,42,395.547701,30.1887,11.4021,0.9247,98.4151,0.5293,16.1,42,395.547701
5184,albert,5/16/24,137,Mai,3,13,weeded,6.6541,303.3261084,0.7224,0.1126,59.081,39.3383,33.4185,62.4561,55.5364,1.7452,1.4416,4.5232,16,34.5,288.7423935,27.7674,15.0058,1.4508,97.435,0.3238,16.1,42,395.547701
5184,albert,5/30/24,151,Mai,3,13,weeded,3.601,273.5217439,0.6514,0.0436,82.6859,22.218,29.2919,41.9256,50.7848,2.7292,3.482,NA,15.9,43.6,419.9314319,21.7795,18.5012,1.7574,97.8029,0.4305,16.1,42,395.547701
5184,albert,6/12/24,164,Mai,3,13,weeded,2.8385,324.3097938,0.7721,0.0579,49.02,20.5795,16.6897,33.2906,28.8303,1.6412,1.3289,NA,16.1,39.3,355.6543137,28.0718,17.9367,1.6588,97.5984,0.4516,16.1,42,395.547701
5184,stan,6/21/24,173,Mai,3,13,weeded,4.058,308.6560934,0.7349,0.069,58.8414,42.2853,26.5318,49.4199,37.0891,1.8452,1.1057,NA,16.3,40.9,379.1030625,33.1048,21.2275,2.0712,98.5082,0.5591,16.1,42,395.547701
5184,albert,7/5/24,187,Mai,3,13,weeded,3.2701,305.0291716,0.727,0.0538,60.8005,33.7379,22.4166,42.567,32.6634,2.3384,1.5874,NA,15.8,41.4,386.5454324,30.9047,21.8292,2.1273,98.1035,0.56,16.1,42,395.547701
5184,albert,7/19/24,201,Mai,3,13,weeded,3.6517,316.7977378,0.7544,0.067,54.4835,27.3919,21.4433,41.8164,35.5173,2.2429,1.8253,2.6278,15.7,42.3,400.0779238,27.9948,23.5383,2.1273,98.101,0.8655,16.1,42,395.547701
5184,stan,8/20/24,233,Mai,3,13,weeded,5.0271,323.2065889,0.7695,0.1067,47.1084,25.3741,27.7689,47.5129,50.5626,1.8024,1.9523,3.0716,16,42.5,403.1088084,23.9102,19.0425,1.8091,98.166,0.4453,16.1,42,395.547701
5228,albert,4/14/24,105,Tri,5,19,weeded,12.705,273.5365188,0.6525,0.1779,71.4314,147.6606,143.0473,171.4651,165.0666,5.7252,3.3845,10.9961,8,NA,97.00586026,33.3564,11.817,1.0315,97.5275,0.4429,8,NA,97.00586026
5228,albert,4/29/24,120,Tri,5,19,weeded,8.5415,285.2520682,0.6793,0.1247,68.5229,111.3382,108.6063,130.6124,127.0554,5.0539,2.93,NA,14.9,NA,381.074414,33.7219,12.0854,0.9609,98.4359,0.5842,8,NA,97.00586026
5228,stan,5/21/24,142,Tri,5,19,weeded,5.3807,282.6672276,0.6783,0.0753,71.4711,61.6653,44.6969,75.8765,61.3578,3.011,1.9165,NA,15.5,NA,415.6518674,32.0171,17.2108,1.6253,97.7467,0.4147,8,NA,97.00586026
5229_p5,albert,4/14/24,105,Tri,5,22,ambient,14.1482,274.947267,0.6559,0.209,67.6996,112.0946,97.084,178.6782,158.6846,5.6601,4.3298,NA,8.4,NA,107.9976808,28.9545,11.817,1.0315,97.5275,0.4429,8.4,NA,107.9976808
5229_p6,albert,4/15/24,106,Tri,6,1,weeded,15.7725,308.1111032,0.737,0.3328,47.391,80.4053,73.8247,165.2945,154.8437,2.8827,2.5798,NA,10.1,NA,161.9970188,26.5776,12.5229,1.0926,97.5092,0.448,8.4,NA,107.9976808
5229_p5,ozzie,4/29/24,120,Tri,5,22,ambient,10.2103,223.7568311,0.5328,0.0957,106.722,113.9302,103.9511,118.2682,108.8088,1.463,0.9058,7.6906,14,NA,332.2627678,32.5087,12.0854,0.9609,98.4359,0.5842,8.4,NA,107.9976808
5229_p6,albert,5/1/24,122,Tri,6,1,weeded,10.9341,300.7822266,0.7174,0.1895,57.7115,52.6958,51.236,104.4373,102.3203,1.8059,1.7512,NA,16.2,NA,458.0712469,25.4297,14.0067,1.1273,98.3532,0.6098,8.4,NA,107.9976808
5229_p6,stan,5/20/24,141,Tri,6,1,weeded,7.937,317.1821857,0.7579,0.1597,49.6983,44.1991,37.7091,78.876,70.514,1.6547,1.394,NA,17,NA,509.3163605,27.4704,16.0542,1.5486,97.69,0.3561,8.4,NA,107.9976808
5229_p5,stan,5/21/24,142,Tri,5,22,ambient,5.9491,297.2528491,0.7127,0.097,61.3404,55.3483,40.5878,71.0376,57.6219,2.8852,1.9488,NA,15.4,NA,409.7751197,30.9895,17.2108,1.6253,97.7467,0.4147,8.4,NA,107.9976808
5229_p6,stan,5/31/24,152,Tri,6,1,weeded,6.7782,320.696457,0.7637,0.1434,47.2752,29.0983,38.5672,60.7961,73.9694,2.4823,3.1924,NA,16.8,NA,496.2270331,21.6785,17.7296,1.6713,97.9046,0.4233,8.4,NA,107.9976808
5229_p5,ozzie,6/1/24,153,Tri,5,22,ambient,4.0866,325.1799655,0.7745,0.083,49.2389,15.9514,17.2718,26.6352,28.1557,0.3879,0.4176,NA,15.4,NA,409.7751197,23.9914,17.1463,1.5969,97.9985,0.4255,8.4,NA,107.9976808
5229_p6,stan,6/13/24,165,Tri,6,1,weeded,6.5083,324.5638164,0.773,0.1379,47.2031,31.9627,27.3355,54.3856,48.8274,0.8369,0.7184,NA,16.5,NA,476.9410212,27.1911,17.9233,1.627,97.6045,0.4905,8.4,NA,107.9976808
5267,albert,4/15/24,106,Tri,6,2,weeded,14.6029,287.7375242,0.6868,0.2396,60.9428,101.9468,90.477,198.6283,181.1169,6.3057,5.3367,NA,8.1,NA,99.6935455,27.4021,12.5229,1.0926,97.5092,0.448,8.1,NA,99.6935455
5267,albert,5/1/24,122,Tri,6,2,weeded,9.4763,269.3751587,0.6421,0.1193,79.4488,74.8863,60.5896,138.5255,118.3447,1.6859,1.1385,NA,15.4,NA,409.7751197,30.9926,14.0067,1.1273,98.3532,0.6098,8.1,NA,99.6935455
5267,stan,5/20/24,141,Tri,6,2,weeded,6.8477,295.0200307,0.7035,0.1047,65.4088,59.5022,45.7435,93.1916,77.5568,3.2717,2.3268,NA,15.8,NA,433.5563898,30.1278,16.0542,1.5486,97.69,0.3561,8.1,NA,99.6935455
5267,stan,5/31/24,152,Tri,6,2,weeded,5.4537,268.9804123,0.6406,0.0687,79.3599,24.5406,23.9941,45.158,44.4578,-4.6348,-4.5382,NA,15.3,NA,403.9439871,25.2934,17.7296,1.6713,97.9046,0.4233,8.1,NA,99.6935455
5381,albert,4/22/24,113,Tri,5,10,ambient,7.4777,315.736111,0.7522,0.1441,51.8821,25.5679,35.0485,60.0978,75.5868,1.4054,1.9299,NA,12.7,NA,268.1440633,20.862,12.6771,0.9363,98.0128,0.6478,12.7,NA,268.1440633
5381,albert,5/13/24,134,Tri,5,10,ambient,6.5701,322.3958743,0.7679,0.1431,45.9172,41.3635,33.6843,69.2254,59.6222,1.7681,1.3459,NA,16.1,NA,451.8735565,29.0328,14.6721,1.4778,97.637,0.2532,12.7,NA,268.1440633
5381,albert,5/28/24,149,Tri,5,10,ambient,5.0118,338.8474248,0.8069,0.1267,39.5651,28.4704,24.5369,49.2162,44.477,1.9564,1.7078,NA,13.5,NA,306.7144879,26.9421,19.6183,1.8392,97.7495,0.498,12.7,NA,268.1440633
5381,albert,6/8/24,160,Tri,5,10,ambient,4.8615,304.0959399,0.7244,0.087,55.8754,23.4287,22.1259,43.1553,41.4721,0.831,0.7868,NA,15.2,NA,398.15841,25.7671,17.4071,1.6229,97.9415,0.4355,12.7,NA,268.1440633
5381,stan,6/12/24,164,Tri,5,10,ambient,6.0244,327.5074932,0.7799,0.1315,45.8274,35.6812,27.6227,61.1176,51.316,1.2657,0.9677,NA,15.7,NA,427.5424438,28.9628,17.9367,1.6588,97.5984,0.4516,12.7,NA,268.1440633
5403,albert,4/15/24,106,Tri,6,6,ambient,13.2576,277.2374668,0.6618,0.1981,66.9345,103.624,87.8308,174.5652,152.9845,4.4149,3.2721,NA,9,NA,125.6994915,29.4578,12.5229,1.0926,97.5092,0.448,9,NA,125.6994915
5403,albert,5/1/24,122,Tri,6,6,ambient,7.0165,256.2536761,0.611,0.0793,88.4246,83.5411,68.7478,106.472,92.3225,3.3857,2.1368,NA,16.1,NA,451.8735565,32.1671,14.0067,1.1273,98.3532,0.6098,9,NA,125.6994915
5403,stan,5/24/24,145,Tri,6,6,ambient,5.2365,295.722353,0.7027,0.0807,64.9013,57.9141,42.7041,83.9581,68.469,4.5523,3.3549,NA,17.1,NA,515.9307854,29.549,19.37,1.8042,97.7634,0.4973,9,NA,125.6994915
5436,albert,4/13/24,104,Tri,3,3,weeded,11.4685,198.7028247,0.5882,0.1597,71.8127,129.254,138.5449,204.1377,215.5298,10.8288,11.8057,NA,9.2,NA,131.9268583,23.8232,10.6016,0.9822,97.5974,0.3699,9.2,NA,131.9268583
5436,albert,4/28/24,119,Tri,3,3,weeded,10.7384,265.2248388,0.6314,0.1337,80.293,163.9938,161.1114,169.1456,163.6733,7.1698,4.2766,11.0161,14.6,NA,364.3982501,33.1901,11.4021,0.9247,98.4151,0.5293,9.2,NA,131.9268583
5436,stan,5/16/24,137,Tri,3,3,weeded,6.2828,299.624441,0.7138,0.0994,63.2094,32.0311,29.7331,60.3273,57.1895,1.0953,1.0113,NA,16.4,NA,470.6049227,26.1262,15.0058,1.4508,97.435,0.3238,9.2,NA,131.9268583
5436,stan,5/30/24,151,Tri,3,3,weeded,4.937,291.4642723,0.6941,0.0718,68.7617,19.5818,25.2598,39.7955,47.4797,0.8461,1.0592,NA,15.9,NA,439.6161854,22.0193,18.5012,1.7574,97.8029,0.4305,9.2,NA,131.9268583
5436,albert,6/12/24,164,Tri,3,3,weeded,3.2214,326.9687262,0.7781,0.0656,49.1305,34.1837,26.1885,49.6855,41.4339,3.7691,2.8412,3.6116,16.1,NA,451.8735565,29.1872,17.9367,1.6588,97.5984,0.4516,9.2,NA,131.9268583
